status,city,state,country,classification,openfda,product_type,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,recall_initiation_date,center_classification_date,termination_date,report_date,code_info,more_code_info,classification_clean,quantity_numeric,defect_labeling_error,defect_sterility_breach,defect_container_closure,defect_blister_seal,defect_moisture_ingress,defect_foreign_substance,defect_potency_issues,defect_manufacturing_defect,defect_stability_degradation,defect_documentation_error,defect_cross_contamination,defect_packaging_defect,defect_tablet_defect,primary_defect,packaging_format,dosage_form,days_to_resolution,recall_year,severity_score,estimated_cost_impact,risk_score,risk_level
Terminated,Conway,AR,United States,Class II,{},Drugs,68336,US Compounding Inc,1270 Don's Lane,,72032,Voluntary: Firm initiated,Telephone,Nationwide,D-1548-2014,"ePHEDrine Sulfate Injection, USP 25 mg/5 mL (5 mg/mL)  Single Use 5 mL Syringe, For IV, IM, or SC injection, Preservative Free, For Office/Hospital Use Only, Protect from Light,  62295-3084-05, US Compounding Pharmacy, Conway, AR 800-718-3588",762 Syringes,"Labeling: Label Error on Declared Strength; The outer light protective bags, where the ephedrine sulfate injection syringes are stored, were mislabeled with 25 mg/mL in big font and 5 mg/mL in small font, however, the actual syringes were correctly labeled as 25 mg/5 mL.",2014-05-16,2014-08-20,2014-11-04,20140827,Lot# 20142104@30  USE BY: 10/18/2014,,II,762.0,True,False,False,False,False,False,True,False,False,False,False,False,False,labeling_error,syringes,injections,172.0,2014,5,196065,9,Medium
Terminated,Woodbine,IA,United States,Class III,"{'brand_name': ['COLOSTAT'], 'generic_name': ['RHAMNUS PURSHIANA, SPIGELIA ANTHELMIA, TARAXACUM OFFICINALE, CAJUPUTUM, HYDRASTIS CANADENSIS, ALUMINA, CINA, CINCHONA OFFICINALIS, LYCOPODIUM CLAVATUM, MAGNESIA PHOSPHORICA, MANDRAGORA OFFICINARUM, NUX VOMICA'], 'manufacturer_name': ['Energique, Inc.'], 'product_ndc': ['44911-0411'], 'product_type': ['HUMAN OTC DRUG'], 'route': ['ORAL'], 'substance_name': ['ALUMINUM OXIDE', 'ARTEMISIA CINA PRE-FLOWERING TOP', 'CAJUPUT OIL', 'CINCHONA OFFICINALIS BARK', 'FRANGULA PURSHIANA BARK', 'GOLDENSEAL', 'LYCOPODIUM CLAVATUM SPORE', 'MAGNESIUM PHOSPHATE, DIBASIC TRIHYDRATE', 'MANDRAGORA OFFICINARUM ROOT', 'SPIGELIA ANTHELMIA WHOLE', 'STRYCHNOS NUX-VOMICA SEED', 'TARAXACUM OFFICINALE'], 'spl_id': ['e413bc21-453e-45e0-852e-58aa3a0f227d'], 'spl_set_id': ['89c86e7b-304c-43a6-81e7-373d95c9fac1'], 'package_ndc': ['44911-0411-1'], 'is_original_packager': [True], 'upc': ['0363113700084'], 'nui': ['N0000185375', 'N0000175629', 'N0000184306', 'N0000185001', 'M0000728', 'M0016962', 'M0516536'], 'pharm_class_epc': ['Non-Standardized Plant Allergenic Extract [EPC]'], 'pharm_class_pe': ['Increased Histamine Release [PE]', 'Cell-mediated Immunity [PE]', 'Increased IgG Production [PE]'], 'pharm_class_cs': ['Allergens [CS]', 'Plant Proteins [CS]', 'Seed Storage Proteins [CS]'], 'unii': ['LMI26O6933', '28M1820ACT', 'J3TO6BUQ37', 'S003A158SB', '4VBP01X99F', 'ZW3Z11D0JV', 'C88X29Y479', 'HF539G9L3Q', 'I2XCB174VB', 'WYT05213GE', '269XH13919', '39981FM375']}",Drugs,85072,"Grato Holdings, Inc.",201 Apple Blvd,N/A,51579-1503,Voluntary: Firm initiated,Letter,"U.S.A. Nationwide, Israel",D-1049-2020,"Colostat, Homeopathic Remedy, 1 fl. oz. (30 mL) per bottle, 20% Ethanol, Dist. by Energique, Inc., 201 Apple Blvd., Woodbine, IA 51579, NDC 44911-0411-1",659 bottles,Labeling mix-up - Indications on product label are incorrect.,2019-11-15,2020-03-20,2020-09-28,20200401,Lot # Z56673,,III,659.0,True,False,False,False,False,False,False,False,False,False,True,False,False,cross_contamination,bottles,unknown,318.0,2019,1,19396,5,Low
Terminated,Deerfield,IL,United States,Class II,"{'application_number': ['NDA019904'], 'brand_name': ['POTASSIUM CHLORIDE'], 'generic_name': ['POTASSIUM CHLORIDE'], 'manufacturer_name': ['Baxter Healthcare Corporation'], 'product_ndc': ['0338-0703', '0338-0705', '0338-0709'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['INTRAVENOUS'], 'substance_name': ['POTASSIUM CHLORIDE'], 'rxcui': ['312507', '1860239', '1860241', '1860463', '1860466'], 'spl_id': ['662e9982-ba6a-4787-98bd-7f03fbc6c6de'], 'spl_set_id': ['092ddee4-572d-4771-8d95-880cea01097e'], 'package_ndc': ['0338-0703-41', '0338-0703-48', '0338-0705-41', '0338-0705-48', '0338-0709-48'], 'is_original_packager': [True], 'unii': ['660YQ98I10']}",Drugs,69518,Baxter Healthcare Corp.,1 Baxter Pkwy,N/A,60015-4625,Voluntary: Firm initiated,Letter,Nationwide,D-0256-2015,"Potassium Chloride Injection, 10mEq per 100mL, 100 mL Sterile single dose container bags, Rx only, Baxter USA, NDC 0338-0709-48, Product Code 2B0826.","63,360 container bags","Labeling: Label Error On Declared Strength: Bags of Potassium Chloride 10 mEq per 100 mL were incorrectly overpouched with wraps labeled as Potassium Chloride Injection, 20 mEq per 100 mL.",2014-11-10,2014-11-21,2016-11-03,20141203,"Lot #: P319160, Exp 06/30/15",,II,63360.0,True,False,False,False,False,False,True,False,False,False,False,False,False,labeling_error,unknown,injections,724.0,2014,5,260060,9,Medium
Terminated,Sugar Land,TX,United States,Class II,{},Drugs,77856,"PharMedium Services, Llc",12620 W Airport Blvd Ste 130,N/A,77478-6200,Voluntary: Firm initiated,Telephone,Nationwide,D-1166-2017,"Fentanyl Citrate (Preservative Free) 20 mcg per mL (2,000 mcg per 100 mL) 100 mL total volume in a 100 mL LifeCare Bag in Sodium Chloride 0.9% Rx Only, Compounded by PharMEDium Services, LLC, Cleveland, MS 38732,   NDC 61553-605-52",295 bags,Labeling: Not Elsewhere Classified-  Diluent used to compound product expired prior to the expiration date assigned to the compounded product.,2017-04-06,2017-09-15,2020-01-13,20170927,Lot: 170850021C Exp. 06/25/17,,II,295.0,True,False,False,False,False,False,False,False,True,False,False,False,False,labeling_error,unknown,unknown,1012.0,2017,5,182327,9,Medium
Terminated,Lake Forest,IL,United States,Class I,"{'application_number': ['ANDA088325'], 'brand_name': ['LIDOCAINE HYDROCHLORIDE'], 'generic_name': ['LIDOCAINE HYDROCHLORIDE'], 'manufacturer_name': ['Hospira, Inc.'], 'product_ndc': ['0409-4275', '0409-4713', '0409-4278', '0409-4279', '0409-4776', '0409-4282', '0409-4277', '0409-4276'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['INFILTRATION', 'PERINEURAL'], 'substance_name': ['LIDOCAINE HYDROCHLORIDE'], 'rxcui': ['1010033', '1010671', '1010900', '1737343', '1737562', '1737566', '1737568', '1737636', '1737757', '1737763'], 'spl_id': ['c0b4635b-1473-4c48-89c6-620762cd687f'], 'spl_set_id': ['3b2dd84e-cee8-4e58-d494-395a65a353a0'], 'package_ndc': ['0409-4713-12', '0409-4713-26', '0409-4713-02', '0409-4713-72', '0409-4713-62', '0409-4713-75', '0409-4713-65', '0409-4713-42', '0409-4713-25', '0409-4713-32', '0409-4278-16', '0409-4278-01', '0409-4279-16', '0409-4279-02', '0409-4776-10', '0409-4776-01', '0409-4282-11', '0409-4282-25', '0409-4282-01', '0409-4282-12', '0409-4282-02', '0409-4277-16', '0409-4277-01', '0409-4277-17', '0409-4277-02', '0409-4276-16', '0409-4276-01', '0409-4276-17', '0409-4276-02', '0409-4275-16', '0409-4275-01'], 'is_original_packager': [True], 'unii': ['V13007Z41A']}",Drugs,87837,"PFIZER, INC",275 N Field Dr Bldg H3-3N,,60045-2579,Voluntary: Firm initiated,Letter,"Nationwide in the USA, Puerto Rico, and Guam",D-0627-2021,"1% Lidocaine HCl Injection, USP, 300 mg/30 mL (10 mg/mL), 30 mL Single-dose vial (NDC 0409-4279-16), packaged in 25 vials per tray (NDC 0409-4279-02), Rx only, Distributed by Hospira, Inc., Lake Forest, IL 60045 USA.","139,050 vials","Labeling: Label Mix-Up: some vials labeled to contain 0.5% Bupivacaine Hydrochloride Injection, USP may contain 1% Lidocaine HCl Injection, USP and some vials labeled to contain 1% Lidocaine HCl Injection, USP may contain 0.5% Bupivacaine Hydrochloride Injection, USP",2021-05-03,2021-06-10,2023-04-04,20210609,"Lot EG8933, Exp. 08/01/2022",,I,139050.0,True,False,False,False,False,False,False,False,False,False,True,False,False,cross_contamination,vials,injections,701.0,2021,10,2714390,14,High
Terminated,Cranbury,NJ,United States,Class III,"{'application_number': ['NDA021591'], 'brand_name': ['RIOMET'], 'generic_name': ['METFORMIN HYDROCHLORIDE'], 'manufacturer_name': ['Sun Pharmaceutical Industries, Inc.'], 'product_ndc': ['10631-206', '10631-238'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['METFORMIN HYDROCHLORIDE'], 'rxcui': ['861025', '861027'], 'spl_id': ['8ed86d67-8a49-4334-82c4-1dbf6a489d3b'], 'spl_set_id': ['05d4df4b-dfe8-4828-b423-a3d4f2c4114a'], 'package_ndc': ['10631-238-01', '10631-238-02', '10631-206-01', '10631-206-02'], 'is_original_packager': [True], 'unii': ['786Z46389E']}",Drugs,79979,"Sun Pharmaceutical Industries, Inc.",270 Prospect Plains Rd,,08512-3605,Voluntary: Firm initiated,Letter,US Nationwide in the USA,D-0818-2018,"Riomet (metformin hydrochloride oral solution), 500 mg/5 mL (16 fl. oz.), 473 mL plastic bottle, Manufactured by: Mikart, Inc., Atlanta, GA 30318, Distributed by: Sun Pharmaceutical Industries, Inc., Cranbury, NJ 08512. NDC 10631-206-02","19,758 473 mL bottles",Labeling: Not Elsewhere Classified: Sun Pharma has decided to initiate this recall in response to identified labeling discrepancies in the patient literature.,2018-04-26,2018-05-16,2019-02-28,20180523,"Lot Numbers: E170210A, EXP 06/09/2019; F170214A, 07/05/2019; F170223A, EXP 07/06/2019; F170224A EXP 07/10/2019; F170231A , EXP 07/12/2019; F170232A EXP 07/13/2019.",,III,19758.0,True,False,False,False,False,False,False,False,False,False,False,False,False,labeling_error,bottles,solutions,308.0,2018,1,24319,5,Low
Terminated,Tulsa,OK,United States,Class III,{},Drugs,65295,"Physicians Total Care, Inc.",12515 E 55th St Ste 100,N/A,74146-6234,Voluntary: Firm initiated,FAX,Nationwide,D-596-2013,"Voltaren 1% Gel, 100 gm tube, Rx only, Dist By: Physicians Total Care, Tulsa OK 74146, Mfg By: Novartis Consumer Health, Parsippany, NJ 07054, NDC 54868-5965-00",76 Tubes,Labeling: Incorrect or Missing Lot and/or Expiration Date; This recall is being initiated because the lot number and expiration date on the tube may not be legible.,2013-03-02,2013-06-06,2013-07-01,20130612,PTC Lot #; Exp Date; Distributor Novartis Lot #.  PTC #651L; Exp 03/31/2013; Novartis #10085272. PTC #G8OO; Exp 04/30/2013; Novartis #10088292. PTC #67GO; Exp 04/30/2013; Novartis #10088311. PTC #67J7; Exp 04/30/2013; Novartis #10088311. PTC #68JC; Exp 05/31/2013; Novartis #10088899. PTC #68KA; Exp 05/31/2013; Novartis #10088899. PTC #6B0I; Exp 05/31/2013; Novartis #10088905. PTC #6AA4; Exp 05/31/2013; Novartis #10088907. PTC #6D9R; Exp 07/31/2013; Novartis #10088924. PTC #6DBP; Exp 07/31/2013; Novartis #10088925. PTC #6M81; Exp 07/31/2013; Novartis #10088929. PTC #6ME2; Exp 07/31/2013; Novartis #10088929. PTC #6F98; Exp 08/31/2013; Novartis #10094389. PTC #6QFU; Exp 09/30/2013; Novartis #10094396. PTC #6I2S; Exp 10/31/2013; Novartis #10098702. PTC #6KJG; Exp 12/31/2013; Novartis #10102313. PTC #6KC1; Exp 12/31/2013; Novartis #10102314. PTC #6SQ7; Exp 02/28/2014; Novartis #10104248. PTC #6Q3B; Exp 03/31/2014; Novartis #10107749. PTC #6NRO; Exp 03/31/2014; Novartis #10107750. PTC #6OVH; Exp 03/31/2014; Novartis #10107750. PTC #6QTV; Exp 04/30/2014; Novartis #10110442. PTC #6REN; Exp 04/30/2014; Novartis #10110442. PTC #6ROG; Exp 04/30/2014; Novartis #10110442. PTC #6VGM; Exp 05/31/2014; Novartis #10113476. PTC #6VOR; Exp 05/31/2014; Novartis #10113476. PTC #6VQ2; Exp 05/31/2014; Novartis #10113476. PTC #6VWW; Exp 05/31/2014; Novartis #10113476. PTC #6SQ6; Exp 05/31/2014; Novartis #10113478. PTC #6XO2; Exp 05/31/2014; Novartis #10113481. PTC #6Y4L; Exp 05/31/2014; Novartis #10113481. PTC #6YTH; Exp 05/31/2014; Novartis #10113481. PTC #6V3L; Exp 06/30/2014; Novartis #10115860. PTC #6X79; Exp 09/30/2014; Novartis #10119418. PTC #6WQ4; Exp 09/30/2014; Novartis #10120557.,,III,76.0,True,False,False,False,False,False,False,False,True,False,False,False,False,labeling_error,tubes,creams,121.0,2013,1,16269,5,Low
Terminated,Franklin,TN,United States,Class II,{},Drugs,86182,Leiper's Fork Distillery,3381 Southall Rd,N/A,37064-9264,Voluntary: Firm initiated,Telephone,TN,D-1561-2020,"Leiper's Fork Distillery, Alcohol Antiseptic Topical Solution, Ethyl Alcohol 70%, packaged as a) 16 fluid oz./473.18 mL, bottle. b) 5 gallon vacuum sealed bucket. Leiper's Fork Distillery",1996 gallons,Labeling Not Elsewhere Classified: Product labeled to contain methanol.,2020-08-03,2020-09-03,2022-02-22,20200909,All Lots,,II,1996.0,True,False,False,False,False,False,False,False,False,False,False,False,False,labeling_error,bottles,solutions,568.0,2020,5,210005,9,Medium
Terminated,Little Rock,AR,United States,Class II,{},Drugs,70167,SCA Pharmaceuticals,8821 Knoedl Ct,,72205-4600,Voluntary: Firm initiated,Telephone,Louisiana,D-0339-2015,"Glycopyrrolate injection, 0.2 mg per mL (1 mg/5 mL), 5 mL Fill in 10 mL Syringe, Rx Only, SCA Pharmaceuticals, 8821 Knoedl Ct, Little Rock, AR  72205, 877-550-5059",972 syringes,"Labeling: Incorrect or missing Lot and/or Exp Date: Printing error caused an overlap in the ""y"" and ""3"" making the actual ""Use By 3/2015"" date appear to read ""Use By8/2015"".",2015-01-02,2015-01-14,2015-04-22,20150121,"Lot #: 20141218@41, Use by 3/18/2015; 20141226@24, Use by 3/26/2015",,II,972.0,True,False,False,False,False,False,False,False,False,False,False,False,False,labeling_error,syringes,injections,110.0,2015,5,199588,9,Medium
Terminated,Morristown,NJ,United States,Class III,{},Drugs,76585,"Bayer HealthCare Pharmaceuticals, Inc.",36 Columbia Rd,,07960-4526,Voluntary: Firm initiated,Letter,"US Nationwid, Puerto Rico, and Iceland",D-0604-2017,"A+D Diaper Rash Cream with Dimethicone 1% and Zinc Oxide 10%, Packaged in a) 1.5 oz (42.5g) ( UPC 041100811288), b) 3 oz 85g (UPC 041100811301), c) 4 oz (113g) (UPC 041100811325), Distributed by: Bayer Healthcare LLC, Whippany, NJ 07981","a) 468,576 (1.5g); b) 203868 (3 oz) and c) 802,620 (4 oz)",Labeling: Incorrect/Undeclared Excipients: Firm is recalling A+D Diaper Rash Cream due to a labeling claim issue.,2017-02-21,2017-03-21,2018-01-03,20170329,"a) Lot #: CV0068D, Exp. 12/31/2018; CV008N6, Exp. 2/28/2019; CV008N7, Exp. 3/31/2019; CV00BJA, Exp. 6/30/2019; CV00D0V and CV00DM4, Exp.8/31/2019.    b) Lot #: CV0068G, Exp. 12/31/2018; CV008N9, Exp. 3/31/2019; CV008N8, Exp. 4/30/2019; CV00D0U, Exp. 8/31/2019 and CV00G4U, Exp.10/31/2019.    c) Lot #: CV0068M, Exp. 12/31/2018; CV0068K, Exp.1/31/2019; CV008N5, Exp.  2/28/2019; CV008NC and CV008NE, Exp. 3/31/2019; CV008ND, CV008NB and CV008NA, Exp.4/30/2019; CV008NH, CV008NG and CV008NJ, Exp. 05/31/2019; CV00BJC, Exp.6/30/2019; CV00BJB, CV00BJE, CV00BJD, CV00BXB, CV00BXA and CV00BX9, Exp.7/31/2019; CV00D7H, CV00D7G, CV00D7E and CV00D7J, Exp. 8/31/2019; CV00E5T, CV00E5S and CV00E5R, Exp. 9/30/19; CV00G69 and CV00G6B, Exp.10/31/2019.",,III,468576.0,True,False,False,False,False,False,False,False,False,False,False,False,False,labeling_error,tubes,creams,316.0,2017,1,28902,5,Low
Terminated,New York,NY,United States,Class III,"{'application_number': ['NDA004782'], 'brand_name': ['PREMARIN'], 'generic_name': ['ESTROGENS, CONJUGATED'], 'manufacturer_name': ['Wyeth Pharmaceuticals LLC, a subsidiary of Pfizer Inc.'], 'product_ndc': ['0046-1100', '0046-1101', '0046-1102', '0046-1104', '0046-1103'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['ESTROGENS, CONJUGATED'], 'rxcui': ['150840', '197660', '197661', '197662', '202301', '208513', '208949', '310197', '403849', '404550'], 'spl_id': ['5d5aaac9-95da-4d88-817b-bca1c40739c9'], 'spl_set_id': ['258e1602-a3cf-4ccc-ca80-73dbbfb812ff'], 'package_ndc': ['0046-1101-81', '0046-1102-81', '0046-1102-91', '0046-1102-52', '0046-1104-81', '0046-1104-91', '0046-1100-81', '0046-1100-91', '0046-1100-52', '0046-1103-81'], 'is_original_packager': [True], 'upc': ['0300461103815', '0300461101811'], 'nui': ['N0000175825', 'N0000000100', 'M0007792'], 'pharm_class_epc': ['Estrogen [EPC]'], 'pharm_class_moa': ['Estrogen Receptor Agonists [MoA]'], 'pharm_class_cs': ['Estrogens, Conjugated (USP) [CS]'], 'unii': ['IU5QR144QX']}",Drugs,75225,Pfizer Inc.,235 East 42nd Street,N/A,10017-5703,Voluntary: Firm initiated,Letter,Nationwide,D-1528-2016,"PREMARIN (conjugated estrogen tablets, USP) 1.25 mg, 1000- count bottle, Rx only, Distributed by: Wyeth Pharmaceuticals Inc. A subsidiary of Pfizer Inc. Philadelphia, PA 19101, NDC 0046-1104-91","1,316 bottles (1,316,000 tablets)",Labeling: Incorrect or Missing Lot and/or Exp Date: Bottles were incorrectly labeled with an expiry date of 11/17; the correct date is 09/17.,2016-09-15,2016-09-27,2017-08-09,20161005,Lot  # M35953S; Exp. 11/17 (labeled).,,III,1316.0,True,False,False,False,False,False,False,False,True,False,False,False,False,labeling_error,bottles,tablets,328.0,2016,1,20397,5,Low
Ongoing,Houston,TX,United States,Class I,{},Drugs,94550,Revive Rx LLC dba Revive Rx Pharmacy,3831 Golf Dr Ste A,,77018-5218,Voluntary: Firm initiated,Telephone,USA Nationwide,D-0511-2024,"Tirzepatide 10 mg/0.5 mL Sterile Solution, 2 mL Multi-dose vial, Rx only, This is a Compounded Product By: Revive RX Pharmacy, 3831 Golf Dr A, Houston, TX 77018, internally assigned NDC 99000-9278-64",751 vials,Labeling: Label Mix-up - product labeled as tirzepatide contains testosterone cypionate,2024-04-20,2024-05-29,,20240605,"Lot #: 748127, Exp 9/24/2024",,I,751.0,True,False,False,False,False,False,False,False,False,False,True,False,False,cross_contamination,vials,solutions,,2024,10,1958546,14,High
Terminated,Earth City,MO,United States,Class III,"{'application_number': ['ANDA078203'], 'brand_name': ['LORAZEPAM'], 'generic_name': ['LORAZEPAM'], 'manufacturer_name': ['Major Pharmaceuticals'], 'product_ndc': ['0904-6007', '0904-6008', '0904-6009'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['LORAZEPAM'], 'rxcui': ['197900', '197901', '197902'], 'spl_id': ['6b6c2fbc-d12d-41d7-b49d-cf374c773cbd'], 'spl_set_id': ['62f6eb3b-813d-4890-aca9-799b7fa890df'], 'package_ndc': ['0904-6007-60', '0904-6007-61', '0904-6008-60', '0904-6008-61', '0904-6009-60', '0904-6009-61'], 'original_packager_product_ndc': ['69315-904', '69315-905', '69315-906'], 'nui': ['N0000175694', 'M0002356'], 'pharm_class_epc': ['Benzodiazepine [EPC]'], 'pharm_class_cs': ['Benzodiazepines [CS]'], 'unii': ['O26FZP769L']}",Drugs,64794,Legacy Pharmaceutical Packaging LLC,13480 Lakefront Dr,N/A,63045-1516,Voluntary: Firm initiated,Letter,Distribution was made to IN.,D-580-2013,"Lorazepam, 0.5 mg tablets, 100 count, RX only, Distributed by Major Pharmaceuticals, Livonia, MI. NDC 0904-6007-60","1,644 bottles",Labeling: Incorrect or Missing Lot and/or Exp Date: Lorazepam Lot # L-04009,2013-03-27,2013-06-06,2014-02-13,20130612,L-04009  Exp.11/15,,III,1644.0,True,False,False,False,False,False,False,False,False,False,False,False,False,labeling_error,unknown,tablets,323.0,2013,1,20719,5,Low
Terminated,Lenoir,NC,United States,Class II,{},Drugs,79969,Exela Pharma Sciences LLC,1245 Blowing Rock Blvd,N/A,28645-3618,Voluntary: Firm initiated,Letter,Nationwide in the USA and Puerto Rico,D-0826-2018,"Diclofenac Sodium and Misoprostol Delayed Release Tablets 75 mg/0.2 mg, 60-count bottle, Rx Only, Manufactured by: Cipla Ltd., India; For: EAGLE PHARMACEUTICALS, INC., Woodcliff Lake, NJ 07677 USA, NDC 42367-111-06.",5256 bottles,Labeling: Label Mix-Up: bottle labeled as Diclofenac Sodium and Misoprostol 75 mg/0.2 mg contained Diclofenac Sodium and Misoprostol 50 mg/0.2 mg tablets.,2018-04-20,2018-05-22,2020-06-04,20180530,"Lot: GH70154, Exp 12/18",,II,5256.0,True,False,False,False,False,False,False,False,False,False,True,False,False,cross_contamination,bottles,tablets,776.0,2018,5,224021,9,Medium
Terminated,Brockton,MA,United States,Class II,{},Drugs,78376,"Ace Surgical Supply Co., Inc.",1034 Pearl St,N/A,02301-5411,Voluntary: Firm initiated,Letter,Product was distributed throughout the United States.,D-0071-2018,"Succinylcholine 20 MG/ML INJ (QUELICIN), 10 ML Vials, Rx only, Distributed by: ACE Surgical Co., Inc., Brockton, MA",200 vials (25 mislabeled vials),Labeling: Incorrect or Missing Lot and/or Exp Date;  incorrect expiration date on the labeling of the outer poly bag,2017-10-24,2017-11-07,2018-03-20,20171115,"Lot # 64340EV, exp 07/2018  ACE ITEM # 1671018",,II,200.0,True,False,False,False,False,False,False,False,True,False,False,False,False,labeling_error,vials,unknown,147.0,2017,5,176700,9,Medium
Ongoing,Arlington,TX,United States,Class II,{},Drugs,92884,"Inmar Supply Chain Solutions, LLC",1131 W Bardin Rd Ste 131,N/A,76017-6082,N/A,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Separate Distribution List (salvage buyers) provided by Inmar and will be uploaded. Final customer distribution unknown.,D-1104-2023,"All Over-The-Counter (OTC) drug products warehoused, salvaged, and sold by Inmar.",Unknown,"CGMP Deviations: Potential exposure to rodents and rodent activity in the distribution center. Also, due to unusually hot weather, FDA Recalled Products may have been subjected to temperatures in excess of storage condition instructions on product labeling.",2023-08-14,2023-08-24,,20230830,Miscellaneous,,II,,True,False,False,False,False,False,False,True,False,False,False,False,False,labeling_error,unknown,unknown,,2023,5,200000,9,Medium
Terminated,Chestnut Ridge,NY,United States,Class III,"{'application_number': ['NDA021006'], 'brand_name': ['FROVATRIPTAN SUCCINATE'], 'generic_name': ['FROVATRIPTAN SUCCINATE'], 'manufacturer_name': ['Endo USA, Inc.'], 'product_ndc': ['0603-3718'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['FROVATRIPTAN SUCCINATE'], 'rxcui': ['349462'], 'spl_id': ['3e695c87-569a-4b2f-9935-5e6afc074659'], 'spl_set_id': ['c21300d7-891f-4e13-9070-d73de1aa1333'], 'package_ndc': ['0603-3718-34'], 'is_original_packager': [True], 'unii': ['D28J6W18HY']}",Drugs,84912,Par Pharmaceutical Inc.,1 Ram Ridge Rd,,10977-6714,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-0843-2020,"Frovatriptan Succinate Tablets, 2.5mg, packaged in 1 blister card of 9 tablets per carton, Rx Only, Manufactured by: Almac Pharma Services Limited, Craigavon, BT63 5UA, UK; Manufactured for: Par Pharmaceutical, Chestnut Ridge, NY  10977, NDC 0603-3718-34.","9,936 cartons",Labeling: Incorrect or Missing Lot and/or Exp Date: Product incorrectly labeled with an expiration date of August 2022 rather than the correct expiration date of April 2022.,2020-02-10,2020-02-13,2020-11-17,20200219,Lot Number: 9698818; labeled expiration AUG 2022; actual expiration APR 2022,,III,9936.0,True,False,False,False,False,False,False,False,True,False,True,False,False,cross_contamination,blisters,tablets,281.0,2020,1,23324,5,Low
Ongoing,"Jadcherla Mandal, Mahaboob Nagar",,India,Class I,"{'application_number': ['ANDA202843'], 'brand_name': ['MONTELUKAST SODIUM'], 'generic_name': ['MONTELUKAST SODIUM'], 'manufacturer_name': ['Camber Pharmaceuticals, Inc.'], 'product_ndc': ['31722-726'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['MONTELUKAST SODIUM'], 'rxcui': ['200224'], 'spl_id': ['30387eb8-222d-146e-e063-6294a90a12a7'], 'spl_set_id': ['97a682c2-7e00-4d07-a5ac-4436c977f842'], 'package_ndc': ['31722-726-30', '31722-726-90', '31722-726-01', '31722-726-10', '31722-726-31', '31722-726-32'], 'is_original_packager': [True], 'upc': ['0331722726306'], 'unii': ['U1O3J18SFL']}",Drugs,80803,Hetero Labs Limited Unit V,Unit V (SEZ Unit I in APIIC SEZ),"Surv. No. 439-441, 458, Polepally Vill.",N/A,Voluntary: Firm initiated,Letter,U.S.A. Nationwide,D-0081-2019,"Montelukast Sodium Tablets 10 mg, 30-count bottle, Rx Only, By: Hetero Hetero Labs Limited, Unit V, Polepally, Jadcherla, Mahaboob Nagar - 509 301, India, Manfuactured for: Camber Pharmaceuticals, Inc. Piscataway, NJ 08854, NDC 31722-726-30",98016 bottles,Labeling: Label Mix-Up - One lot labeled Montelukast Sodium Tablets 10 mg tablets may contain 90 tablets of Losartan Potassium 50 mg.,2018-08-15,2018-10-17,,20181003,"Lot #: MON17384, Exp 12/19",,I,98016.0,True,False,False,False,False,False,False,False,False,False,True,False,False,cross_contamination,bottles,tablets,,2018,10,2663765,14,High
Terminated,Saint Louis,MO,United States,Class II,{},Drugs,72479,Steris Corp,7501 Page Ave,N/A,63133-1031,Voluntary: Firm initiated,Letter,"Medical Center/Hospitals in FL, MO, and TN.",D-0518-2016,"Kindest Kare Antimicrobial Foaming Handwash, Hand Soap, 0.75% Triclosan, 444 ml (15 fl oz) bottles, STERIS Corporation, 7501 Page Avenue, St. Louis, MO  63133, Reorder # 1452-RF, NDC 0519-1452-13, UPC (01)00724995 086251.",3 cases - 54 bottles,Labeling: Not Elsewhere Classified; Incorrect/Undeclared Excipients: Outdated previous version of label applied to products that incorrectly states one inactive ingredient.,2015-10-27,2015-12-04,2016-07-07,20151216,"Lot # 277120, Exp 06/01/17",,II,3.0,True,False,False,False,False,False,True,False,False,False,True,False,False,cross_contamination,bottles,unknown,254.0,2015,5,115904,9,Medium
